asset_id,runtime_path,runtime_sha256,base_object,base_source_member,base_alias_count,manifest_source,manifest_license_status,manifest_source_status,runtime_key,declared_consumer,declared_consumer_resolution,consumer_binding_kind,consumer_evidence,promotion_id,promotion_validation_evidence,runtime_alias_group,runtime_alias_decision,crosswalk_decision,decision_note
ui.feedback.bar.dark,Godot/GraytailGodot/assets/ui/feedback/ui_bar_blank_dark.png,DDE95EBD216C273230DE0E2776F445AE97D38B4C370FC2C4765AC24CFC468558,sources/base/美术素材/blobs/dd/dde95ebd216c273230de0e2776f445ae97d38b4c370fc2c4765ac24cfc468558.png,sources/draw/20_processed/ui_summary_bar/ui_bar_blank_dark.png,7,Draw/30_game_ready/ui_summary_bar/ui_bar_blank_dark.png,internal_staged,staged_pending_review,art15.ui.feedback.bar.dark,,,dynamic_contract,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:626->Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd:71[asset_id=ui.feedback.bar.dark],,,,,visual_reviewed_staging_reference,"Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
ui.feedback.bar.red,Godot/GraytailGodot/assets/ui/feedback/ui_bar_blank_red.png,9BCB1E8E1C1B03E453F668B839ED44A85C61B702E04A1EE8348FB4B90163A22E,sources/base/美术素材/blobs/9b/9bcb1e8e1c1b03e453f668b839ed44a85c61b702e04a1ee8348fb4b90163a22e.png,sources/draw/20_processed/ui_summary_bar/ui_bar_blank_red.png,1,old GameJam Draw/20_processed/ui_summary_bar/ui_bar_blank_red.png,internal_staged,staged_pending_review,art15.ui.feedback.bar.red,,,dynamic_contract,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:626->Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd:77[asset_id=ui.feedback.bar.red],,,,,visual_reviewed_staging_reference,"Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
ui.feedback.event_prompt,Godot/GraytailGodot/assets/ui/feedback/ui_bar_event_prompt.png,8906431A8F3615D15F824594CECE0BEC3AA9070CEB534885D614D8673C1FF958,sources/base/美术素材/blobs/89/8906431a8f3615d15f824594cece0bec3aa9070ceb534885d614d8673c1ff958.png,sources/draw/20_processed/ui_summary_bar/ui_bar_event_prompt.png,1,old GameJam Draw/20_processed/ui_summary_bar/ui_bar_event_prompt.png,internal_staged,staged_pending_review,art15.ui.feedback.event_prompt,,,dynamic_contract,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:626->Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd:74[asset_id=ui.feedback.event_prompt],,,,,visual_reviewed_staging_reference,"Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
ui.hud.bar.frame,Godot/GraytailGodot/assets/ui/hud/bar_frame.png,628C744682B92DC3D60B622215C0C616D248DA0C2BAA6339CBAAC290A3B08029,sources/base/美术素材/blobs/62/628c744682b92dc3d60b622215c0c616d248da0c2baa6339cbaac290a3b08029.png,sources/draw/20_processed/ui/raw/xuetiao_kuang.png,1,assets/ui/hud/ui_bar_frame.png,internal_migrated,audited_internal,hud.bar,scenes/ui/hud/hud.tscn,scenes/ui/hud/hud.tscn=>Godot/GraytailGodot/scenes/ui/hud/hud.tscn[production],dynamic_contract,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:626->Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd:23[asset_id=ui.hud.bar.frame],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.hud.bar.warning,Godot/GraytailGodot/assets/ui/hud/bar_warning.png,5B3DE3142812279B090CBFAEAE0F3E5E1BB8A059F5BBE3446CDEC6DC3361B498,sources/base/美术素材/blobs/5b/5b3de3142812279b090cbfaeae0f3e5e1bb8a059f5bbe3446cdec6dc3361b498.png,sources/draw/20_processed/ui/raw/lingjian_icon.png,1,assets/ui/hud/ui_bar_warning.png,internal_migrated,audited_internal,hud.warning,scenes/ui/hud/hud.tscn,scenes/ui/hud/hud.tscn=>Godot/GraytailGodot/scenes/ui/hud/hud.tscn[production],dynamic_contract,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:626->Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd:22[asset_id=ui.hud.bar.warning],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.hud.bottom_bar,Godot/GraytailGodot/assets/ui/hud/bottom_bar.png,17CD8C6F343B427437DC7F2FD38FCF5B207DB1ED34E47793CDDF6C45E2AFB876,sources/base/美术素材/blobs/17/17cd8c6f343b427437dc7f2fd38fcf5b207db1ed34e47793cddf6c45e2afb876.png,sources/draw/20_processed/ui/raw/kuaijie_lan.png,1,assets/ui/hud/ui_bottom_bar.png,internal_migrated,audited_internal,hud.bottom,scenes/ui/hud/hud.tscn,scenes/ui/hud/hud.tscn=>Godot/GraytailGodot/scenes/ui/hud/hud.tscn[production],direct_token,Godot/GraytailGodot/scripts/presentation/g10_art_smoke_registry.gd:20[asset_id=ui.hud.bottom_bar],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.hud.mine_risk_tag,Godot/GraytailGodot/assets/ui/hud/mine_risk_tag.png,63ED297D403E441C2C292015B0C27BF404B30AC94BE19F560CD387B0586804C3,sources/base/美术素材/blobs/63/63ed297d403e441c2c292015b0c27bf404b30ac94be19f560cd387b0586804c3.png,sources/draw/20_processed/ui/raw/jiaohu_tishi.png,1,assets/ui/hud/ui_mine_risk_tag.png,internal_migrated,audited_internal,hud.risk,scenes/ui/hud/hud.tscn,scenes/ui/hud/hud.tscn=>Godot/GraytailGodot/scenes/ui/hud/hud.tscn[production],direct_token,Godot/GraytailGodot/scripts/ui/run_surface/run_surface.gd:193[asset_id=ui.hud.mine_risk_tag],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.hud.panel.left,Godot/GraytailGodot/assets/ui/hud/panel_left.png,C4A2CCB3C7525CEE4F9117891FEBBD3546302CE11ABD9C6F9154D6E39BA55766,sources/base/美术素材/blobs/c4/c4a2ccb3c7525cee4f9117891febbd3546302ce11abd9c6f9154d6e39ba55766.png,sources/draw/20_processed/ui/raw/zuoce_mianban.png,1,assets/ui/hud/ui_panel_left.png,internal_migrated,audited_internal,hud.panel,scenes/ui/hud/hud.tscn,scenes/ui/hud/hud.tscn=>Godot/GraytailGodot/scenes/ui/hud/hud.tscn[production],direct_token,Godot/GraytailGodot/scripts/presentation/g10_art_smoke_registry.gd:12[asset_id=ui.hud.panel.left],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.hud.panel.protocol,Godot/GraytailGodot/assets/ui/hud/panel_protocol.png,1BC45EF20062431C0381672370523661EB3A92CD478467E06B0D4FA4E448048C,sources/base/美术素材/blobs/1b/1bc45ef20062431c0381672370523661eb3a92cd478467e06b0d4fa4e448048c.png,sources/draw/20_processed/ui/raw/xieyi_mianban.png,1,assets/ui/hud/ui_panel_protocol.png,internal_migrated,audited_internal,hud.protocol,scenes/ui/hud/hud.tscn,scenes/ui/hud/hud.tscn=>Godot/GraytailGodot/scenes/ui/hud/hud.tscn[production],direct_token,Godot/GraytailGodot/scripts/presentation/g10_art_smoke_registry.gd:13[asset_id=ui.hud.panel.protocol],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
ui.icon.jinbi_icon,Godot/GraytailGodot/assets/ui/icons/jinbi_icon.png,E6ED6B95506EF88CB28E54E4256737D5BEC22396F1B47B9863029E145962D08E,sources/base/美术素材/blobs/e6/e6ed6b95506ef88cb28e54e4256737d5bec22396f1b47b9863029e145962d08e.png,sources/draw/30_game_ready/ui/icons/jinbi_icon.png,3,Base Art/05_export_runtime_candidates/art07_first_batch/ui/icons/jinbi_icon.png,internal_staged,staged_pending_review,art08.ui.icon.jinbi_icon,,,staging_no_consumer,no_production_consumer_proven,,,,,visual_reviewed_staging_reference,"Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
ui.icon.xuetiao_tianchong,Godot/GraytailGodot/assets/ui/icons/xuetiao_tianchong.png,2B1F1E10F40A7E125C8A056C9F03CA089CC7666587A6B803FA9354E9336AB3E8,sources/base/美术素材/blobs/2b/2b1f1e10f40a7e125c8a056c9f03ca089cc7666587a6b803fa9354e9336ab3e8.png,sources/draw/30_game_ready/ui/icons/xuetiao_tianchong.png,3,Base Art/05_export_runtime_candidates/art07_first_batch/ui/icons/xuetiao_tianchong.png,internal_staged,staged_pending_review,art08.ui.icon.xuetiao_tianchong,,,staging_no_consumer,no_production_consumer_proven,,,,,visual_reviewed_semantic_mismatch,The image is a gear icon while the manifest name claims a health-bar fill; do not wire it until the semantic identity is corrected by a separate promotion decision.
ui.key_prompt.e,Godot/GraytailGodot/assets/ui/key_prompt/ui_key_e.png,819C31BC1070AC5C9832EEA32605584BC6D835ED952A40371AEC308F2379455A,sources/base/美术素材/blobs/81/819c31bc1070ac5c9832eea32605584bc6d835ed952a40371aec308f2379455a.png,sources/draw/20_processed/ui_key_prompt/ui_key_e.png,5,Base Art/05_export_runtime_candidates/art07_first_batch/ui_key_prompt/ui_key_e.png,internal_staged,staged_pending_review,art08.key_prompt.e,,,dynamic_contract,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:626->Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd:27[asset_id=ui.key_prompt.e],,,,,visual_reviewed_restricted_input_glyph,"Baked keyboard or directional glyph is not input-semantic; retain only as reference or keyboard fallback, never as the sole production prompt."
ui.key_prompt.esc,Godot/GraytailGodot/assets/ui/key_prompt/ui_key_esc.png,9A9A580FE1A1FB7268A905FA1E04B12576048D1D963CBB02F097E41B821E4EAB,sources/base/美术素材/blobs/9a/9a9a580fe1a1fb7268a905fa1e04b12576048d1d963cbb02f097e41b821e4eab.png,sources/draw/20_processed/ui_key_prompt/ui_key_esc.png,5,Base Art/05_export_runtime_candidates/art07_first_batch/ui_key_prompt/ui_key_esc.png,internal_staged,staged_pending_review,art08.key_prompt.esc,,,dynamic_contract,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:626->Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd:28[asset_id=ui.key_prompt.esc],,,,,visual_reviewed_restricted_input_glyph,"Baked keyboard or directional glyph is not input-semantic; retain only as reference or keyboard fallback, never as the sole production prompt."
ui.key_prompt.f,Godot/GraytailGodot/assets/ui/key_prompt/ui_key_f.png,EC188529DC43CB042E9EAFF489FBDFDD4B300B046B066FC666D2C4878DF98D87,sources/base/美术素材/blobs/ec/ec188529dc43cb042e9eaff489fbdfdd4b300b046b066fc666d2c4878df98d87.png,sources/draw/20_processed/ui_key_prompt/ui_key_f.png,5,Base Art/05_export_runtime_candidates/art07_first_batch/ui_key_prompt/ui_key_f.png,internal_staged,staged_pending_review,art08.key_prompt.f,,,dynamic_contract,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:626->Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd:29[asset_id=ui.key_prompt.f],,,,,visual_reviewed_restricted_input_glyph,"Baked keyboard or directional glyph is not input-semantic; retain only as reference or keyboard fallback, never as the sole production prompt."
ui.key_prompt.m,Godot/GraytailGodot/assets/ui/key_prompt/ui_key_m.png,18E737B8021ED01216132B95494A0CB7D83D71D006CC3C87AA83B103140F1FCD,sources/base/美术素材/blobs/18/18e737b8021ed01216132b95494a0cb7d83d71d006cc3c87aa83b103140f1fcd.png,sources/draw/20_processed/ui_key_prompt/ui_key_m.png,5,Base Art/05_export_runtime_candidates/art07_first_batch/ui_key_prompt/ui_key_m.png,internal_staged,staged_pending_review,art08.key_prompt.m,,,dynamic_contract,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:626->Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd:30[asset_id=ui.key_prompt.m],,,,,visual_reviewed_restricted_input_glyph,"Baked keyboard or directional glyph is not input-semantic; retain only as reference or keyboard fallback, never as the sole production prompt."
ui.key_prompt.q,Godot/GraytailGodot/assets/ui/key_prompt/ui_key_q.png,099706289B700AEBAF7B6B679E26B2D7D8414FD624B2C7673378629582A79682,sources/base/美术素材/blobs/09/099706289b700aebaf7b6b679e26b2d7d8414fd624b2c7673378629582a79682.png,sources/draw/20_processed/ui_key_prompt/ui_key_q.png,5,Base Art/05_export_runtime_candidates/art07_first_batch/ui_key_prompt/ui_key_q.png,internal_staged,staged_pending_review,art08.key_prompt.q,,,dynamic_contract,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:626->Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd:31[asset_id=ui.key_prompt.q],,,,,visual_reviewed_restricted_input_glyph,"Baked keyboard or directional glyph is not input-semantic; retain only as reference or keyboard fallback, never as the sole production prompt."
ui.key_prompt.t,Godot/GraytailGodot/assets/ui/key_prompt/ui_key_t.png,49AC601D40A4E14B5F76E5906F573C444C0A6D36EACA013B60B1B74C81DD3D47,sources/base/美术素材/blobs/49/49ac601d40a4e14b5f76e5906f573c444c0a6d36eaca013b60b1b74c81dd3d47.png,sources/draw/20_processed/ui_key_prompt/ui_key_t.png,5,Base Art/05_export_runtime_candidates/art07_first_batch/ui_key_prompt/ui_key_t.png,internal_staged,staged_pending_review,art08.key_prompt.t,,,dynamic_contract,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:626->Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd:32[asset_id=ui.key_prompt.t],,,,,visual_reviewed_restricted_input_glyph,"Baked keyboard or directional glyph is not input-semantic; retain only as reference or keyboard fallback, never as the sole production prompt."
ui.main_menu.background.no_text,Godot/GraytailGodot/assets/ui/main_menu/main_menu_bg_no_text.png,AC521358BBEFB53300C41E9B562D0610C707948DE891650B34CD037D572E4313,sources/base/美术素材/blobs/ac/ac521358bbefb53300c41e9b562d0610c707948de891650b34cd037d572e4313.png,sources/draw/Main.png,6,Base Art/05_export_runtime_candidates/art07_first_batch/main_menu/main_menu_bg_no_text.png,internal_staged,staged_pending_review,art08.ui.main_menu.background.no_text,,,dynamic_contract,Godot/GraytailGodot/scripts/presentation/art10_ui_skin_kit.gd:626->Godot/GraytailGodot/scripts/presentation/art09_manifest_asset_mapping.gd:14[asset_id=ui.main_menu.background.no_text],,,,,visual_reviewed_staging_reference,"Contact-sheet review found no corrupt crop, but there is no direct production consumer proof; visual inspection alone does not admit it to runtime."
icon.room.chest,Godot/GraytailGodot/assets/ui/minimap/chest_icon.png,4712A6FD12AE868698080FE6AFB8B76482906BA25ADAECD254B7F873397ACB1E,sources/base/美术素材/blobs/47/4712a6fd12ae868698080fe6afb8b76482906ba25adaecd254b7f873397acb1e.png,sources/draw/30_game_ready/icons/32/07_baoxiang_icon.png,2,assets/Textures/generated/icons/32/07_baoxiang_icon.png,internal_migrated,audited_internal,mini.chest,scenes/ui/minimap/minimap_panel.tscn,scenes/ui/minimap/minimap_panel.tscn=>Godot/GraytailGodot/scenes/ui/minimap/minimap_panel.tscn[production],direct_token,Godot/GraytailGodot/scripts/presentation/presentation_theme.gd:18[runtime_key=mini.chest],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
icon.room.cleared,Godot/GraytailGodot/assets/ui/minimap/cleared_icon.png,FC48AAC0603CE9BD4822EDBCB9D795F5CC3D32F96AE25C8D1444EF5E6F47873A,sources/base/美术素材/blobs/fc/fc48aac0603ce9bd4822edbcb9d795f5cc3d32f96ae25c8d1444ef5e6f47873a.png,sources/draw/30_game_ready/icons/32/10_yiqingli_icon.png,1,assets/Textures/generated/icons/32/10_yiqingli_icon.png,internal_migrated,audited_internal,mini.cleared,scenes/ui/minimap/minimap_panel.tscn,scenes/ui/minimap/minimap_panel.tscn=>Godot/GraytailGodot/scenes/ui/minimap/minimap_panel.tscn[production],no_production_consumer,no_production_consumer_proven,,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
icon.room.exit,Godot/GraytailGodot/assets/ui/minimap/exit_icon.png,708E5BCEC3B3480BCF6C2DF1DBF553888DBE949FBCAF3FC3DAD880D92A3A8F65,sources/base/美术素材/blobs/70/708e5bcec3b3480bcf6c2df1dbf553888dbe949fbcaf3fc3dad880d92a3a8f65.png,sources/draw/30_game_ready/icons/32/09_chukou_icon.png,2,assets/Textures/generated/icons/32/09_chukou_icon.png,internal_migrated,audited_internal,mini.exit,scenes/ui/minimap/minimap_panel.tscn,scenes/ui/minimap/minimap_panel.tscn=>Godot/GraytailGodot/scenes/ui/minimap/minimap_panel.tscn[production],direct_token,Godot/GraytailGodot/scripts/core/run/run_scene.gd:707[runtime_key=mini.exit],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
icon.minimap.explored,Godot/GraytailGodot/assets/ui/minimap/explored_cell.png,DF82FB3405F589BD4CA3B6A9538AAB4272DCEB53A3F0477A334B2A43C0863F26,sources/base/美术素材/blobs/df/df82fb3405f589bd4ca3b6a9538aab4272dceb53a3f0477a334b2a43c0863f26.png,sources/draw/30_game_ready/icons/32/02_yitan_ge.png,2,assets/Textures/generated/icons/32/02_yitan_ge.png,internal_migrated,audited_internal,mini.explored,scenes/ui/minimap/minimap_panel.tscn,scenes/ui/minimap/minimap_panel.tscn=>Godot/GraytailGodot/scenes/ui/minimap/minimap_panel.tscn[production],direct_token,Godot/GraytailGodot/scripts/presentation/g10_art_smoke_registry.gd:27[asset_id=icon.minimap.explored],,,icon.minimap.explored;icon.room.normal;icon.room.spawn,replacement_debt_open,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
icon.room.spawn,Godot/GraytailGodot/assets/ui/minimap/explored_cell.png,DF82FB3405F589BD4CA3B6A9538AAB4272DCEB53A3F0477A334B2A43C0863F26,sources/base/美术素材/blobs/df/df82fb3405f589bd4ca3b6a9538aab4272dceb53a3f0477a334b2a43c0863f26.png,sources/draw/30_game_ready/icons/32/02_yitan_ge.png,2,assets/Textures/generated/icons/32/02_yitan_ge.png,internal_migrated,audited_internal,mini.spawn,scenes/ui/minimap/minimap_panel.tscn,scenes/ui/minimap/minimap_panel.tscn=>Godot/GraytailGodot/scenes/ui/minimap/minimap_panel.tscn[production],dynamic_contract,Godot/GraytailGodot/scripts/core/run/run_scene.gd:2316->Godot/GraytailGodot/scripts/presentation/presentation_mapping.gd:11[asset_id=icon.room.spawn],,,icon.minimap.explored;icon.room.normal;icon.room.spawn,replacement_debt_open,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
icon.room.normal,Godot/GraytailGodot/assets/ui/minimap/explored_cell.png,DF82FB3405F589BD4CA3B6A9538AAB4272DCEB53A3F0477A334B2A43C0863F26,sources/base/美术素材/blobs/df/df82fb3405f589bd4ca3b6a9538aab4272dceb53a3f0477a334b2a43c0863f26.png,sources/draw/30_game_ready/icons/32/02_yitan_ge.png,2,assets/Textures/generated/icons/32/02_yitan_ge.png,internal_migrated,audited_internal,mini.normal,scenes/ui/minimap/minimap_panel.tscn,scenes/ui/minimap/minimap_panel.tscn=>Godot/GraytailGodot/scenes/ui/minimap/minimap_panel.tscn[production],direct_token,Godot/GraytailGodot/scripts/presentation/presentation_theme.gd:21[runtime_key=mini.normal],,,icon.minimap.explored;icon.room.normal;icon.room.spawn,replacement_debt_open,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
icon.room.extract,Godot/GraytailGodot/assets/ui/minimap/extract_icon.png,BBAF93023A0F54E8AB45F901E358972D6324A00A492E02CDF67E1D50499193E6,sources/base/美术素材/blobs/bb/bbaf93023a0f54e8ab45f901e358972d6324a00a492e02cdf67e1d50499193e6.png,sources/draw/30_game_ready/icons/32/08_cheli_icon.png,1,assets/Textures/generated/icons/32/08_cheli_icon.png,internal_migrated,audited_internal,mini.extract,scenes/ui/minimap/minimap_panel.tscn,scenes/ui/minimap/minimap_panel.tscn=>Godot/GraytailGodot/scenes/ui/minimap/minimap_panel.tscn[production],no_production_consumer,no_production_consumer_proven,,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
icon.minimap.flag,Godot/GraytailGodot/assets/ui/minimap/flag_marker.png,1F83524C5A175D2C392868C1E81A5AAAE9B0D56D723AFA3834C4AB121948CAD9,sources/base/美术素材/blobs/1f/1f83524c5a175d2c392868c1e81a5aaae9b0d56d723afa3834c4ab121948cad9.png,sources/draw/30_game_ready/icons/32/04_biaoji_qi.png,1,assets/Textures/generated/icons/32/04_biaoji_qi.png,internal_migrated,audited_internal,mini.flag,scenes/ui/minimap/minimap_panel.tscn,scenes/ui/minimap/minimap_panel.tscn=>Godot/GraytailGodot/scenes/ui/minimap/minimap_panel.tscn[production],direct_token,Godot/GraytailGodot/scripts/presentation/presentation_theme.gd:14[runtime_key=mini.flag],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
icon.room.mine,Godot/GraytailGodot/assets/ui/minimap/mine_icon.png,43F4EE7EDFF2AE34276C0780BB3D2AD8CB0CC83855F50F9B164D28C4F4AE5D2C,sources/base/美术素材/blobs/43/43f4ee7edff2ae34276c0780bb3d2ad8cb0cc83855f50f9b164d28c4f4ae5d2c.png,sources/draw/30_game_ready/icons/32/05_dici_xianjing_icon.png,2,assets/Textures/generated/icons/32/05_dici_xianjing_icon.png,internal_migrated,audited_internal,mini.mine,scenes/ui/minimap/minimap_panel.tscn,scenes/ui/minimap/minimap_panel.tscn=>Godot/GraytailGodot/scenes/ui/minimap/minimap_panel.tscn[production],direct_token,Godot/GraytailGodot/scripts/presentation/presentation_theme.gd:16[runtime_key=mini.mine],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
icon.room.monster,Godot/GraytailGodot/assets/ui/minimap/monster_icon.png,C2B76F738E393E6F6257F5D379F1093F42D950562A433E42BDAB1B3903C54124,sources/base/美术素材/blobs/c2/c2b76f738e393e6f6257f5d379f1093f42d950562a433e42bdab1b3903c54124.png,sources/draw/30_game_ready/icons/32/06_guaiwu_icon.png,1,assets/Textures/generated/icons/32/06_guaiwu_icon.png,internal_migrated,audited_internal,mini.monster,scenes/ui/minimap/minimap_panel.tscn,scenes/ui/minimap/minimap_panel.tscn=>Godot/GraytailGodot/scenes/ui/minimap/minimap_panel.tscn[production],direct_token,Godot/GraytailGodot/scripts/presentation/presentation_theme.gd:17[runtime_key=mini.monster],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
icon.minimap.number.1,Godot/GraytailGodot/assets/ui/minimap/number_1.png,280E5380697FC3E9229D7A955EE8C2CC8F973704E038408084BEC89987592E66,sources/base/美术素材/blobs/28/280e5380697fc3e9229d7a955ee8c2cc8f973704e038408084bec89987592e66.png,sources/draw/30_game_ready/icons/32/11_shuzi_1.png,1,assets/Textures/generated/icons/32/11_shuzi_1.png,internal_migrated,audited_internal,mini.number,scenes/ui/minimap/minimap_panel.tscn,scenes/ui/minimap/minimap_panel.tscn=>Godot/GraytailGodot/scenes/ui/minimap/minimap_panel.tscn[production],no_production_consumer,no_production_consumer_proven,,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
icon.minimap.number.2,Godot/GraytailGodot/assets/ui/minimap/number_2.png,091C0BCF95FE13626798843102E882E9E819EE35596D6DD8FBDA6733556CAA35,sources/base/美术素材/blobs/09/091c0bcf95fe13626798843102e882e9e819ee35596d6dd8fbda6733556caa35.png,sources/draw/30_game_ready/icons/32/12_shuzi_2.png,1,assets/Textures/generated/icons/32/12_shuzi_2.png,internal_migrated,audited_internal,mini.number,scenes/ui/minimap/minimap_panel.tscn,scenes/ui/minimap/minimap_panel.tscn=>Godot/GraytailGodot/scenes/ui/minimap/minimap_panel.tscn[production],no_production_consumer,no_production_consumer_proven,,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
icon.minimap.number.3,Godot/GraytailGodot/assets/ui/minimap/number_3.png,DF78986EE6C284B7863F858573D7BF5CD2CC2C277F15FFDC9EAB0329E627F28D,sources/base/美术素材/blobs/df/df78986ee6c284b7863f858573d7bf5cd2cc2c277f15ffdc9eab0329e627f28d.png,sources/draw/30_game_ready/icons/32/13_shuzi_3.png,1,assets/Textures/generated/icons/32/13_shuzi_3.png,internal_migrated,audited_internal,mini.number,scenes/ui/minimap/minimap_panel.tscn,scenes/ui/minimap/minimap_panel.tscn=>Godot/GraytailGodot/scenes/ui/minimap/minimap_panel.tscn[production],no_production_consumer,no_production_consumer_proven,,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
icon.minimap.player,Godot/GraytailGodot/assets/ui/minimap/player_marker.png,D6F3E53DE86328F2EBFA4AC87A6246E9E3C5D3482A4F3413DFA0D7B95F3F316E,sources/base/美术素材/blobs/d6/d6f3e53de86328f2ebfa4ac87a6246e9e3c5d3482a4f3413dfa0d7b95f3f316e.png,sources/draw/30_game_ready/icons/32/00_wanjia_dingwei.png,2,assets/Textures/generated/icons/32/00_wanjia_dingwei.png,internal_migrated,audited_internal,mini.player,scenes/ui/minimap/minimap_panel.tscn,scenes/ui/minimap/minimap_panel.tscn=>Godot/GraytailGodot/scenes/ui/minimap/minimap_panel.tscn[production],direct_token,Godot/GraytailGodot/scripts/presentation/presentation_theme.gd:15[runtime_key=mini.player],,,,,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
icon.minimap.scanned,Godot/GraytailGodot/assets/ui/minimap/scanned_cell.png,EF4D1A329BF06142B222079832DBABD2B89D90420EC2BACEECA40B910B2BD6A0,sources/base/美术素材/blobs/ef/ef4d1a329bf06142b222079832dbabd2b89d90420ec2baceeca40b910b2bd6a0.png,sources/draw/30_game_ready/icons/32/03_saomiao_ge.png,2,assets/Textures/generated/icons/32/03_saomiao_ge.png,internal_migrated,audited_internal,mini.scanned,scenes/ui/minimap/minimap_panel.tscn,scenes/ui/minimap/minimap_panel.tscn=>Godot/GraytailGodot/scenes/ui/minimap/minimap_panel.tscn[production],direct_token,Godot/GraytailGodot/scripts/presentation/presentation_theme.gd:13[runtime_key=mini.scanned],,,icon.minimap.scanned;icon.room.event,replacement_debt_open,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
icon.room.event,Godot/GraytailGodot/assets/ui/minimap/scanned_cell.png,EF4D1A329BF06142B222079832DBABD2B89D90420EC2BACEECA40B910B2BD6A0,sources/base/美术素材/blobs/ef/ef4d1a329bf06142b222079832dbabd2b89d90420ec2baceeca40b910b2bd6a0.png,sources/draw/30_game_ready/icons/32/03_saomiao_ge.png,2,assets/Textures/generated/icons/32/03_saomiao_ge.png,internal_migrated,audited_internal,mini.event,scenes/ui/minimap/minimap_panel.tscn,scenes/ui/minimap/minimap_panel.tscn=>Godot/GraytailGodot/scenes/ui/minimap/minimap_panel.tscn[production],direct_token,Godot/GraytailGodot/scripts/core/run/run_scene.gd:666[runtime_key=mini.event],,,icon.minimap.scanned;icon.room.event,replacement_debt_open,existing_stage_evidence_backfilled,Existing audited runtime lineage is cross-referenced; Base remains source-only.
